words,sentiment_coeff
opportunistic,-5.499040752605559
occupants,-2.648281412476941
grandpa,-2.4909369483650368
retweet,-1.043865725881824
bamulanzeki,-4.399844602188534
hostels,-1.891050912358332
partially,-2.1119457128974717
operational,-1.7074720033924529
sections,-3.1454320575215164
impacted,-3.874725430459045
ahsante,1.664521655884514
rais,1.2792523724378573
lakini,1.3411933914050727
habari,1.4510929324703141
tafadhali,1.5693227354792536
noticed,-3.488256595494477
technically,-6.009800605812582
oooh,-2.7807565815333177
28,-1.509991409005002
canparacollin,-3.9745534089747863
urbanbouy01,-2.6831016675812323
director,-1.8626021449694308
byarugaba,-2.267659672230635
backed,-3.113882442379826
theotheguyhere,-2.4702837743061803
patriciamagara,2.290691231446716
pkamwine,-2.14790377436064
wanyama,-1.2511129834903147
aways,-1.3680198329110012
donwanyama,-4.892545745238648
hopes,-5.772193955232597
complete,-2.4084388748462584
cycle,-1.6812457598381627
termed,-5.6155502820948735
palamenti,-2.6533395915986056
yaffe,-2.692510417450013
muli,-2.4217230510449723
zaffe,-3.506065065226586
genius,-1.1891523354018239
upf,-4.211559150820607
verified,-5.285802955672189
boss,-2.2530927746625258
nearest,-4.685651354388609
types,-3.141668253262659
oldest,-8.337182838940988
awards,-2.6671149535241594
solve,-2.450797534272947
presume,2.020145814251348
instituted,-5.086107143261066
english,-2.7946979842924784
seconds,-2.1294648699869554
repackaged,-4.742926081462577
intense,-4.39755378685657
mentioning,-4.3467514741574025
scripture,-1.3624164956939362
union,-1.3786502250908708
secondary,-3.488441143799875
hbamulinde,-4.339508358694107
disappoint,-5.069243293637105
cows,-2.5684387591739086
olwo,-3.9943572133856438
samson,-4.018557670770187
kasumba,-4.286418714282325
employee,-2.3160134831991197
chew,-6.992909199668818
swallow,-5.1132639143160805
trek,-5.61883710914756
september,-5.960967635326775
ehh,-4.031290421965368
2022,-1.4037684259689442
relatives,-3.4939644506842815
im,1.6193149286233839
attentive,-7.24245400456552
noticing,-6.518848887634216
beer,-2.731852042779768
fate,-1.5074558912604223
forgive,-2.129360449265292
everyday,-2.2885002247662567
kaks,-3.4034586744882147
lamar,-4.212233540264106
mrpresident,-4.054897203757234
behalf,-3.1295971661290607
bodabodas,-1.7940260957095928
anywhere,-2.676193327584443
teaches,-4.700091549493179
winning,-2.6306076219826258
crises,-3.8710666144254136
wars,-1.8353816249635184
richest,-3.9831569162886553
fsnakazibwe,-1.724281059940632
sticker,-2.6494578976942167
basajja,-1.3688233849793363
mwe,-1.3667546613467785
dnt,-3.332528197325682
chances,-3.330818494538721
exemplary,-1.6441055762401742
demonstration,-5.570602186610392
principles,-6.474593869430336
nda,1.6690153487660733
strictly,-5.852713283241722
var,-1.5958005928579877
02,-1.261123376228203
gabrieliguma,2.466306720971495
bebe,-1.684708335643305
cool,-1.6026986137621955
willingly,-1.9233145045743696
equation,-4.268155522211344
freemasks,-3.9567107006596305
mbonye,-2.0773447065617177
episode,-2.749068901536012
lockdownextension,-4.7108091441449105
apartments,-1.6073470581348377
minimum,-2.9977577465141927
plot,-3.2458435037851334
functional,-2.944947158190615
amelia,-1.7796170154184707
kyambadde,-1.6077173123034572
arrangement,-4.965622738351351
grounds,-7.023172612627962
unable,-3.199436658982701
m8,-2.620318222679119
bright,-3.152827000673562
church,-1.5069403961376497
clever,-3.1609540760470316
useless,-2.772265952246478
jam,-3.592426587438034
progressive,-6.25041780121592
precautionary,-6.29111444904562
involving,-5.021665506224195
limit,-2.2207104440352965
nationally,-6.0108317109928295
promises,-5.107510161285053
failures,-4.129706759324542
banage,-4.657379146402259
middle,-3.413149399763759
rich,-2.418327459394791
expired,-4.896199184783299
bills,-2.360226489842683
account,-1.641824419887614
truly,-2.9183400111793327
komukungu,-3.9294715728560945
samuelepa76,-3.400171076352259
thee,-3.2017719439944083
itesot,-3.0098793757350744
across,-1.726499432010534
served,-2.9354599082586375
sebo,-3.2581512285925713
wange,-3.130477237828297
nightmares,-4.801977058243081
choking,-3.5983319060749746
mofa,-5.501077803014232
prayer,-2.658389124292821
tutorial,-5.033563204771045
usd1,-2.1356166665166594
usd,-2.082810439323674
guidance,-3.186443997431065
logo,-2.6798097349071415
stream,-1.2909081856413485
sneaked,-3.6043729472246935
manufactured,-2.180724509623722
2023,1.2792525859206398
extensions,-5.811428094659058
presidency,-3.5371592380203603
permission,-2.068637742036607
sanitised,-4.708773290016785
kyamageroandrew,-3.456425507998758
pace,-6.664328548773488
delivers,-4.306556167907955
doubt,-3.0195329100458115
theory,-3.937688583554992
restaurant,-2.141246792800086
spreads,-4.768525997781337
lay,-3.0364356066656204
responsibility,-3.125786195723857
tym,-2.1484496855258937
attacks,-5.7465408556624
ac,-2.5747943018915134
offence,-5.2963179071213515
scholars,-6.04313880503368
art,-2.9104709267426316
haha,-1.4893752919614502
kiboko,-1.7237257273910542
bukoyi,-4.456815015944023
welfare,-4.089417693976848
stood,-3.9090080985343185
wat,-2.53209233507167
availed,-8.610704347349209
2wks,-2.8419114078167556
lanes,-2.483974279087517
mixing,-2.037933922604622
emphasis,-2.3272841176733268
1/4,-3.1705837913198542
recordtvuganda,-1.8685927767051436
recordtvug,-1.8567522812149344
ring,-2.5754931319918986
10th,-5.393207276731434
extends,-2.111898847027841
implement,-2.5475933607025514
refresher,-3.927711076350285
vehicle,-2.290593275715846
dependence,-2.28153878953381
announcement,-6.763473620702631
ah,2.077499396769836
trains,-4.314697350723837
bike,-3.6969870374666836
organized,-3.2330450900827645
advisers,-3.699606263398976
brilliant,-2.510898534546759
epic,-2.9680701283875908
twists,-3.8955204991499146
30am,-1.686886094129199
mechanics,-1.3914476932291473
path,-6.259119575474507
5th,-4.373256387592025
industries,-1.9367370582486279
babatvupdates,-2.1931705008506452
mainly,-1.8775993762396137
bus,-1.5639721736269965
airports,-1.6356324103247568
somebody,-2.422130290683211
conductors,-4.421518212771421
quiet,-1.7952573692623435
namwe,-3.7492381633087035
heck,-2.7304875124315315
inclusive,-1.7524422722823194
eta,1.5293846698485727
qn,-1.2337255221142684
targeting,-1.3840098066724529
sentence,-2.8184204764575753
respected,-4.3749614074881835
soldier,-2.876157637898787
hinted,-5.5936173834073095
shoppers,-2.6239887143676013
m7adresss,-3.659835276029517
arcade,-1.6585670438798341
mall,-1.4613153546841928
commute,-3.4280656519594483
resident,-4.074043306484103
engagement,-2.7995596615274163
transportation,-1.6979033848929745
original,-1.9446719659001044
aye,2.348956543847796
easier,-4.907413527908084
controlling,-8.441907891801423
approval,-5.8947310760160665
played,-3.5934353662986145
modes,-1.4021218711003078
cycling,-1.4252417147810996
boris,-1.8634802163169182
separate,-2.6356896110119146
upside,-5.0708662950414904
exception,-2.280598633523323
emphasizing,-3.9156546007001483
tots,-4.298925602136204
4metres,-4.049698514112005
luke,-3.6273199886506426
jesus,-3.5503964432249764
lepers,-5.7269272114129715
shwenkuru,-3.7432284741656336
congratulated,-6.751988594868116
individually,-2.5770017074228266
introduction,-6.179564849481581
thus,-2.279169248154347
grandparents,-6.159573929966784
pox,-6.776511066772257
1963,-7.024984394152366
healed,-1.3242375304943577
treat,-1.7626575703124256
avoiding,-2.4856194131035814
quickest,-2.927297060916205
besides,-3.2456132865074565
sanitisers,-1.9119127451560032
kit,-2.19636691847146
components,-3.132001882898197
medicines,-4.048794641220512
uzima,2.064068523341565
drink,-2.3562969464281447
shauri,2.5245281378095767
yao,1.3783844222659483
characteristics,-6.042866028278563
nucleus,-4.667516702963429
beings,-2.1180042257027427
lived,-5.592537525153592
sees,-2.6285887372379664
mechanism,-6.101311747831023
obukokolo,-4.862774787030484
earth,-4.665132040797771
existence,-3.132178782691514
treating,-2.4110111824697023
cancer,-2.259009485214646
diabetes,-2.8566679000021478
pregnancy,-5.121693152463167
boosting,-6.027591509418306
hats,-5.741441433746976
couple,-1.6752065217436334
spaces,-6.689811365534206
fore,-4.119171781311612
gou,1.050299417650015
older,-4.93313974017787
regularly,-2.063921844842465
sanitise,-2.475577085638002
surfaces,-2.727235179547338
touched,-3.767785561745771
morbidities,-4.4507053124480525
handlers,-5.844772732471821
diversify,-3.8044067110227586
languages,-3.463217150124189
luo,1.2462169486308792
kiswahili,1.6554681965505014
luganda,-2.8639594676983955
banyankore,-4.02043721090919
blocking,-1.9492295755580673
isolate,-3.8061881911876934
appropriately,-2.5239302311652323
promised,-2.6148250823091437
makpilac,1.4926776458337905
uplifting,-3.152183887090767
pledge,-4.649725584651393
timelineupdates,-2.358844224317407
119,2.6916871940125247
warn,-3.9482544822668317
needing,-2.870632870783924
shake,-3.422429000050266
chai,-1.5920684744728542
barely,-4.192024171343139
leaves,-2.9247793033550176
mukalu,-3.276647945688066
stayhomesweethome,-2.4786214896000933
avoided,-1.7317450063275106
radios,-4.435601221442577
eliminate,-2.2365129210407058
kashera,-3.8674136885419372
shifted,-5.73605166421245
dying,-1.9979688517952021
ability,-3.0064087726834416
medicine,-2.294854781973182
antibodies,-6.3982936169651925
bino,1.289942963673057
ewaffe,-3.0940978479249925
comorbidities,-3.6517195739989123
improved,-7.040980936732551
idle,-7.849786572899228
nextmediaug,-2.735628036535704
parent,1.4603128742458698
sh10,1.8059594181848533
bt,1.1466495719064633
mentioned,-2.3254878805121786
okwetsyamula,-5.21594771125624
cut,-2.3683931593902483
thousands,-2.2093787816006114
abit,-5.720091790531683
otulo,-2.8697179320540993
centers,-1.391253616203305
specialised,-1.895187898696513
icu,-1.5046792119246026
ward,-2.8028345632157365
irenemugisha,-2.185739747767283
fronts,-1.3879220208032557
runyankole,-2.659697217098656
military,-2.817547624702714
10pm,-2.9621336643049583
gears,-6.018019717672305
iammotiv,-5.105976313194879
0779262551,-4.959664362144471
motivmask,-3.7988496225411086
vaccinate,-2.8794981502739465
medically,-6.949436390269295
establish,-4.257504305204517
stage,-2.9865498094633054
sometimes,-2.088707478167087
bigger,-2.77495853344296
reminding,-6.399854859391936
scriptures,-3.699608448984746
dosing,-6.727392185353398
bambi,-2.917036809195134
belts,-4.374689506395985
wards,-2.3368714982442085
armed,-2.127277337345999
heeding,-4.228816884612228
ably,-6.015904580623498
shd,-1.7322501423983174
moro,-2.34250135942626
boast,-4.698128332578492
dress,-3.384928292733159
advert,-3.5831491132107405
teaching,-2.6072996576390834
kuwuta,-3.85441328639346
irony,-2.8482366018293845
hails,-7.538781133304323
filtered,-2.3773495428858165
arrest,-3.6123460956617177
jail,-4.117157344367178
bimutwala,-2.835072459819738
incidence,-5.149792341315441
proceeded,-3.86403680705923
lines,-2.5266154781363697
towns,-2.7017952438417376
deployed,-1.7691359493727972
facing,-2.5705351636689002
shortage,-1.8790626773145316
cartridges,-2.158753033575841
closing,-2.420411508726308
isolated,-2.180020963045644
essentials,-3.959258238947857
timber,-2.663286996911335
steel,-1.455172422149901
crossing,-2.2703994362013424
succeeded,-2.460034700520181
penetrating,-2.609946601687921
abamu,-2.433260248212681
muffe,-2.655850197926323
baffa,-2.540023278790013
tujja,2.6196275826570723
embrace,-2.1702413389486357
rwandan,-1.9082627701744745
burundian,-1.245388907423215
guards,-3.8258816522266725
explains,-3.1692616461823655
curative,-1.991860585420782
amagezi,-2.5667647742358177
sad,-2.753528947102015
escort,-3.4326338068509763
convey,-4.294088426794644
destination,-2.945880309037774
brought,-2.5186725655971673
belong,-4.0052733695724685
kenyatta,-1.1192919290287904
emundu,-4.003787194003517
chemicals,-6.130894793857263
contains,-4.613937955653572
stipulated,-4.503915699350417
hygienic,-4.3438764587943215
0800,-1.3129457546019085
203,-1.1448304493895034
033,-1.2952058052736106
303,-1.426386111345159
continuing,-2.3177457330957925
enters,-5.052445356594326
ships,-3.5013733731445544
ship,-5.729137135492838
instant,-1.7274718216641407
generally,-3.2048456646899903
audience,-2.843018307802508
clap,-5.91906923203815
external,-2.290579152766587
advisory,-3.123528884421955
crying,-3.3354184418280988
factories,-1.5666583098571398
moved,-1.483316532326574
wherever,-4.257246636468512
73,-1.4493967091878297
bwa,2.7191449996078574
nine,-1.338524606382744
busungu,-3.901296303420235
magezi,-4.606436529975884
hashtag,1.4137249731574406
percent,-2.725095038029805
angry,-2.7779077997712305
bound,-5.320692879149275
lf,1.375122620370736
munyumba,-3.180215966102661
faint,-5.330353906068769
ewa,-2.5932624076572535
neighbour,-3.133588933616334
mutashohora,-4.6074611531768666
okwetera,-2.8509341041030614
quarrelling,-3.796258674909888
nnyo,2.1020594712196763
wamu,3.4214127579750953
omusoga,2.0344309124962443
akoba,2.1803670068554055
emigugu,2.390702271547108
loosing,-5.407172391794439
25,1.0960723823368987
hmm,-3.2512171831033703
engaging,-2.4399246085790436
dho,-3.4631476841418793
energetic,-3.810767412885111
basoga,-3.210649496077176
kenyans,-1.1486686644214126
tanzanians,-1.1315764407699922
travelled,-1.8218596843418375
powerful,-2.462305235841134
hostile,-3.066177224915802
76,1.7322074936331762
eritreans,-1.3547992267294595
graphs,-3.9824316379858486
thats,-2.537416468350313
resistance,-1.6548059263084023
lights,-4.032734827454869
fooled,-5.19121510776294
toll,-2.499389556210206
minimize,-2.570486922730191
salttvuganda,-4.912102970621331
phd,1.42896571989384
fo,4.569507249417714
baganda,-3.0348966915622144
sisi,1.4335281757603782
luhya,-2.7279309635707345
pande,1.9813952497686296
gani,1.47449568988833
mill,-2.1552846902369525
mondaythoughts,-1.6014922724647536
skip,-3.728856272904309
performing,-3.1145318494607412
presumably,-1.9879798817558134
conducted,-2.1576257925550806
ended,-3.122518103860277
talks,-2.803569053846048
residents,-4.242272748440255
commonly,-6.985079929870262
complaining,-2.681775524947675
contradicting,-8.064354347480055
taught,-3.51220429971748
saving,-1.784634267765244
equally,-4.132526402914018
enyumba,-4.031904391881263
comply,-3.5481888897898974
loves,-2.680692175842716
lowest,-2.347105945034216
congrats,-5.9083429581449405
comprised,-2.1378307492612043
volunteered,-2.0173253157445554
moreover,-1.7670337751308707
trucker,-3.1805500581588477
begins,-3.5011996633785154
schedule,-5.673283590362148
removes,-4.276549215022231
53,-2.97873764874891
africanunion,-2.1662153788753535
tremendous,-4.757494124120603
reveals,-4.984311053234461
followers,1.036144437764339
achievement,-2.9745065125878405
endlockdownnow,-5.07469120761861
delegation,-4.654129381941697
heheh,-3.5342236551594333
stays,-3.739929063220596
rw,1.5930738643942222
ea,-2.0138390134870043
comm,2.154414233102613
fuemployersug,2.24168958343381
pole,1.5085758922026273
popular,-4.210681078252488
proverb,-4.577015456673265
pple,-2.637508636868955
branding,-4.6062323793601445
worried,-2.8039444003750713
mathematics,-4.990958357112866
gatherings,-1.6011283915717955
kka,-3.2083381238718665
phone,-2.1590956094666325
mwebale,-2.6830203868977125
mosques,-3.2320095249987175
30th,-2.8586922858116655
keeko,-2.8886139512764215
twongeremu,-2.8823395380654686
heed,-4.4918331000273835
brave,-3.590751686558827
incoming,-4.878467806968469
gambling,-6.457499042056338
bets,-3.754056888222223
deduction,-3.8270386720597473
warned,-4.611353265820738
8am,-4.088662177777338
1hr,-6.376607729384737
manya,-2.161635593357289
katongole,-1.5682612860308536
rot,-2.927894219405946
hq,1.6422513424672864
communications,-4.134495017319513
disseminate,-3.235108542043577
remarks,-3.3892395008683436
apology,-6.371698595042906
endured,-4.725373644330247
cold,-3.5031876182692514
ironing,-2.5543830908162057
shirt,-2.1120953541127307
delaying,-4.00974205373956
15billion,-3.4984675888491017
nakasero,-3.8735034825714334
vp,1.459760567303474
wasted,-4.157943419549908
godwintoko,-4.029823474549434
postpone,-2.6309850497599836
2moro,-4.797010358346715
tsheilak,-4.475903701853589
suspicious,-3.665519461037568
bullet,-4.628812292377756
mid,-2.4571175569510286
replacement,-3.595512216681479
housing,-2.049810368084111
surprisingly,-4.36441991886772
manifesto,-3.8347339706088945
supports,-6.460690963461095
writes,-2.5184000867023966
socialsecurity,-2.7336018905426878
covid19relief,-2.840730882687704
9pm,-1.8319189258404622
dozing,-3.548198400264094
fault,-4.9352797566105755
sawa,1.4808951448617274
respectively,-5.765186370167107
suffered,-3.9666312175116074
bottles,-3.232187478586584
normalise,-6.089966648698311
programming,-6.961516261042197
cancel,-3.0737607266118117
sadly,-3.7452848992064802
kwata,2.3546852758091035
weigh,-3.4299385359743093
roadside,-7.096950135219194
bearing,-4.222473556478958
suggestions,-2.8338508696173443
bkabumba,-3.8030055496984665
pardon,1.5961514320230787
139,-1.2054655133701622
ott,-2.202143045881913
abubakerlubowa,-3.7724987319053933
akawunga,-1.7512997998191688
phase,-1.7292967429340453
wind,-3.156874942607842
watchdogug,-5.235469863848531
banger,-3.2107830414932277
decides,-3.6497003344287693
drip,-3.8419826875732075
sink,-5.076553265272163
doomed,-4.564294385009246
arsenal,-1.763195419160805
reply,-1.5053983629860634
071,-1.3066631384358072
nationals,-1.312203456853656
253,-1.622448226886291
consultation,-1.4863015793603285
track,-2.027714756010503
payout,-4.481329891291539
dpc,-2.7609709744982447
emkatongole,-2.7983828700081577
margaret,-3.935973737391651
muhanga,-3.932121430273131
refer,-2.551893668773321
leaked,-5.730536137360275
shs40m,-3.4179242984290594
zziwaherbert,-2.073170765306641
shine,-4.123651759050624
na,1.2406267539087372
lugambo,-3.692127767426266
notes,-2.3576085487895146
cs,-4.5286382945407455
dire,1.1982567220394313
741,-1.4321349852130936
eritrean,-1.3470983058101977
informs,-4.268055637173862
locap,-2.0857524211823275
cao,1.5858421276140668
charles,1.6030504433552277
komakech,2.4245632872603697
musician,-4.181556276648276
chosen,-4.729826008143791
welcomed,-3.545866965921674
boy,1.3161869500671395
mutebi,-2.163050927108759
amir,4.149388361322641
refuse,-1.4798385273247976
rape,-3.0937740865368175
peterkhen,-2.6881146861123306
harvest,-3.1507617932247167
rains,-4.587927671373409
animals,-4.621306500045656
comms,-3.3515756737416367
mix,-1.4140937353197878
rashid,1.0226070821450384
aman,1.0305638800446166
kibor,-1.1007470348868487
coronavirusinkenya,1.7962612753046507
kicc,1.5463909136200837
raila,-1.0778338487043102
odinga,-1.0812231255712934
murathe,1.2570362247395657
beatlinkworldwide,2.2913588726634138
kawangware,-1.0644928955044581
williamruto,-0.9854521488342044
pogba,1.7036366358177852
tuju,-1.3883922601379777
clears,-4.4189119736260105
shs10,-2.0267269864282262
nationmediagrp,-1.2035024056371773
annual,-5.352060036155689
adress,-2.548749808899849
successful,-3.3678663235872377
evacuation,-4.203701852355711
shot,-2.715432806091347
classic,-2.230483635054452
upgrade,-6.493902304549463
premium,-4.3084100688324485
nbsafter5,-3.5343541025558927
consulted,-6.192054524573583
bothering,-3.8367256885411494
sight,-6.583527303179903
split,-6.858124174327639
sampling,-4.683964742154325
petty,-4.250281346368155
offenders,-4.902274753388654
appealing,-3.3338270928781024
assist,-3.349236907006678
tuyambe,-4.311700956946044
bujji,-2.7609985912018145
lero,2.2112009803262094
ebintu,-3.663875543716904
ebyo,1.8122572834444834
desert,-3.5618682786843987
demonstrates,-4.1821674672290765
dispute,-3.321065706105266
hide,-2.257763486743205
discovering,-3.0743920706944663
comic,2.550449532749471
tgsupportsuhuru,-0.9967149012324442
somalia,-1.2077129740068842
relations,-1.2986028852117497
rights,-1.0952687688915632
relationship,-2.7358875454647134
sh,1.285140010761855
negotiations,-3.2845486842670915
notices,-3.0115956881700714
deeply,-3.6111430860583837
regret,-2.6987722882958183
inconveniences,-4.076687189550919
eeh,1.6475506990754407
ndowoza,-1.919042071872304
ahmed,2.538398541697037
matovu,-2.115495606432369
kayunga,-3.2973097903721906
sectoral,-3.760296324668233
governance4health,-1.0582002116799716
opensocietyea,-1.0842011398333822
osfhealth,1.2523152463036296
importance,-2.0765029475433554
menstruation,-4.018081067713592
salaried,-5.299653618375118
ceos,-2.2516077413974322
oblige,1.2737088216070043
signs,-4.854692590857038
gig,-5.591331415505445
applauded,-7.496522682322547
plant,-4.437286072408425
fruit,-1.373015363366486
eaten,-2.864186469304665
active,-1.10786780331253
pretty,-3.0848178132050825
outdoors,-4.660594044182124
volunteers,-5.897284805164687
no10k,-5.687784241481394
stanbic,-4.545228851172748
web,-2.4129187595426775
womeninmarkets,-5.840031607018548
malaria,-1.8598365524092229
personal,-2.43952410806501
cefroht,-3.1003609695574412
nigerian,-6.1933917061224895
looters,-3.728394774430329
crooks,-1.4960777620199288
counterparts,-4.48837800373115
dna,-1.1186091557186968
babies,-5.979570639264301
born,-3.161888918843433
changing,-4.432438541407893
intended,-8.814118663360984
valid,-3.005419085660542
renewal,-3.6742765291596657
exclusive,-2.9968935515495922
motherland,-5.988909958341169
generations,-1.9268506485535604
framework,-2.8897527847429045
uncertainty,-4.812016867059564
worsened,-3.917815019482071
peterochandi,2.6816452945253153
covid86,-3.7980405902098973
jonanjohannz,2.4144156836438997
julyovet,1.6237756122759184
mulumba41386577,1.707440085151273
ssensalob,1.494166707523734
mpeter461,1.5556980864667973
undreadedrasta2,1.1839964788798802
michaeltas,2.199737279768899
jamalfashions,2.2180743894519037
perhaps,-2.8422779470370583
emulate,-5.769248297662295
numbered,-4.241303236240507
visibility,-3.6072290855732048
lobby,-4.481839952552008
interviews,-2.672334352402381
emphasizes,-2.47352457558758
looked,-3.1261791115560316
continuity,-4.198892643012775
netpiluganda,1.9938801306058331
nobody,-2.962123888437175
55,-1.2091399838246089
click,-1.14393784683235
ilo,2.6993746160093113
cobas,-2.5012178464224264
8800,-2.555394826285077
192,-3.324473595813278
fairly,-6.585937070615
outgoing,-4.586547296709571
demo,1.6542147816770112
queen,-4.661802592376765
nalongo,-2.6660384355995705
encourages,-4.738558943239963
resort,-3.4637488750659093
image,-1.2611100717713553
truckers,-2.8153074449600592
directly,-2.4584156814605858
unra,-3.201059631878761
ed,-1.5956028142053864
instagram,2.0794803318493225
agreeing,-4.887961083299838
cbukuwa,-3.204864788916701
jadwong,-4.8500218838011575
bikes,-2.7411658020706295
borderlessupdates,-2.6407044622806684
needy,-6.089752346704284
variety,-4.020110969048411
agenda,1.5502679685585536
chairperson,-1.9595749740596113
prevailing,-3.6048435058822994
vision,-1.1597049691139498
sensitization,-4.042435645219941
tour,-1.3913351140783812
harder,-5.735809353052979
becomes,-3.3077141180757477
facilitation,-5.415820823520592
committees,-3.9458649666419823
877babafm,-4.149133183228655
sandra,-4.258007419168075
promoter,-2.748145817999174
streaming,-2.0541501478050526
locking,-4.046019033032933
savers,-4.980269905890041
butandisi,-3.184181072773409
registers,-2.492839849378698
seemingly,-6.326181974029636
humbled,-6.661691169191467
whenever,-2.3633068901485887
fixed,-6.543204472559561
unlawful,-3.6782812758681285
dubbed,-5.118090087787965
lie,-2.527584666700174
pictures,-3.3601131038481777
resource,-2.7582512831894963
hearted,-6.415267699441845
rescheduled,-4.723235239495516
implementation,-2.450022303977305
charity,-5.873316832157365
ubc,-4.425624797585874
betting,-4.744746374343889
yours,-2.858995932767811
severe,-1.7673983722095137
abused,-5.692527796039557
knowing,-2.5486882049712967
surprising,-6.080221680078265
prove,-4.593169618718993
disinfectants,-2.5187009847177104
central,-1.0175827287500163
researcher,-2.6995834856853813
demonstrate,-5.0385365263378
coordinate,-3.5741205461597745
grand,-1.2860897496462784
favor,-1.5116403353103773
lawyers,-1.2195080456556595
prison,-1.3609854149208132
humanrights,-5.039257724608938
grabbed,-5.608762946267055
explanation,-4.233474346319191
lawful,-3.328833748762799
unpaid,-6.2686302938982
scheme,-6.660682286251533
el,1.215523389929933
profesor,2.5615795304958953
casa,1.6109926938631043
superior,-2.6516878362951877
105,-3.2051537933903864
mistakes,-2.8612118382490754
punished,-4.895949563892247
agents,-3.372576070696918
comfort,-2.2753390092291914
risking,-6.890772124263397
disposal,-5.978851477259222
techniques,-5.1184364694591125
covid19pandemic,-1.5444362683864732
pays,1.136571283433312
stem,-6.22193030138107
maj,2.093934228688984
lunch,-3.529765891440067
hip,2.101420354353423
hop,2.2079009252583495
jay,2.7203792445079045
2001,1.170443782398467
threat,-2.7996886886060857
computer,-2.3717431035143752
statements,-4.4057396045973585
painfully,-4.4668391462318535
reality,-2.983967808452993
imported,-2.18381563610739
sirina,-2.7957373984146847
nate,-3.409141041399399
charges,-2.5904630894200023
homeless,-3.5083244221735135
heavy,-3.4030513036379397
messaging,-4.239883671008126
basi,1.499452317497663
nandalamafabi,-1.4906362648413793
safeboda,-2.1302832628515382
tendencies,-5.765817438708497
shooting,-3.250183387063679
cooperation,-2.0800599027333444
trial,-3.725569859972526
admitted,-1.5624205954789172
kiki,1.8174874639090064
resorted,-2.9223828866840114
solid,-6.073798366459953
judgement,-5.9748497709047035
rastakhid01,1.1523799679807367
namanyarender,2.24384723946722
engineers,-2.6620842394033866
witnessed,-3.534687026627316
vs,-1.099593429865728
forgodandmycountry,-3.350980812598803
ugandas,-5.298538168354852
tormentors,-5.68371604003486
thetimeline256,-2.0374345783636687
sends,-3.1528393475574417
institution,-2.710461267728113
thomas,-3.5093993052707892
encouraging,-3.8883051391901113
payroll,-5.024820595481944
suspect,-3.844106902752352
scale,-1.804739169673961
benkavuya,-3.676072714692764
demanded,-7.578618951405149
condemn,-6.518373994496946
sam,-1.4167976337449084
kutesa,-3.357137404859256
ethiopian,-4.989001654793116
plane,-6.699076798671461
10000/,-4.5322831599724545
uhuru,-1.0887323536919031
6th,-3.556751499649782
represented,-5.431107838125767
bonus,-4.351894589236163
symptoms,-3.3379648373136535
tax,-1.9354435288383298
section,-2.089043383207279
abbas,2.793712047454308
controversial,-1.5953801085632116
nakawa,-5.7934085032961935
goin,-5.565149327895382
shocked,-3.4313859391220274
fille,1.2696167863970491
abusive,-4.426085136092795
affair,-4.542429605026757
mc,2.274522045795228
touches,-5.32682239081373
claiming,-5.402603745577996
maintenance,-1.20912062814642
heavily,-4.482896734327687
burdened,-4.825070958093851
subject,-2.352645259092747
alongside,-3.1537525522073326
jonathan,1.9154164553242188
listeners,-5.428670389923802
suggested,-4.3422742000058685
sex,-2.4737118188905263
achieve,-3.3971742541784575
gladly,-5.263908916305941
behave,-6.054147118307828
injured,-5.091907880977151
healing,-3.2123997294113438
servant,-8.348419463407078
kamuntuj,1.2775995759772127
deciding,-5.73761919041141
ofcourse,-3.0699505074232762
gonna,-2.5058663581640706
rages,-6.417541994045091
schemes,-1.994413384269077
financed,-2.521197313401784
figured,-6.212591795219992
filled,-4.612530102830412
glory,-0.9344300653569169
banks,-1.73991324006049
loan,-2.2822881473440546
xfmug,-3.75345842476366
faizafabz,-1.8141210182382967
shan,1.2705642135080082
frequent,-7.287954375337035
petitions,-4.922556498647299
ashamed,-4.397709109020965
din,2.5592184918208876
mans,-5.282364388031723
lied,-3.820811405830881
technical,-2.155967213253884
relentless,-3.8202759918824265
laud,-5.631466635168561
updfaforceforgood,-3.7497831725312345
vsp,-1.6189539538529958
mediaupdates,-1.6221134593537074
synonyms,-4.351403160259381
sentences,-3.1406956175085003
enjuba1,-2.71332654953168
horizon,-3.3210960792357214
library,-2.8063373167199734
sirapolloschool,2.922462589005907
homeschooling,-4.034670580004982
throw,-2.802194577499651
blames,-3.798755883409333
careful,-4.5258977222452135
rolex,-7.05009541039111
viruses,-2.6579990911341027
felixadvise,2.71558796318166
directors,-3.663048321654377
offering,-2.5988160901852244
falls,-6.225436412416653
arguing,-5.149814552897763
revive,-2.99823623548917
fetch,-4.864312045068828
4m,-2.8887700123263165
worthy,-6.224810349381444
apana,-3.947588952584443
circulating,-2.728530525631992
tick,-4.067079053865811
ha,1.2456962932419424
si,1.248235597702187
signing,-6.454131683869925
headed,-2.4559659926902677
accounting,-3.299252841461873
claim,-3.364524096463417
smartphones,-5.812632536381899
eriaslukwagoo,-2.8798338518315214
deliberate,-2.989922949724338
dedication,-3.0854531875018325
shocking,-6.186942510214168
mirungi,3.2281339753207217
designer,-3.7862462410042554
lit,-3.0845031913607452
sheila,-4.459995129408909
trap,-4.602480244643843
farms,-3.5759864613048915
theft,-5.3475568629730805
taxes,-2.0349843669400394
openly,-7.176434171273343
richer,-3.575618689192562
